label,uid,task_id,adv_id,creat_type_cd,adv_prim_id,dev_id,inter_type_cd,slot_id,spread_app_id,tags,app_first_class,app_second_class,age,city,city_rank,device_name,device_size,career,gender,net_type,residence,his_app_size,his_on_shelf_time,app_score,emui_dev,list_time,device_price,up_life_duration,up_membership_grade,membership_life_duration,consume_purchase,communication_onlinerate,communication_avgonline_30d,indu_name,pt_d
0,1716724,1007,6572,7,145,60,5,17,43,37,2,21,6,293,3,65,141,9,2,2,13,-1,-1,1,14,10,2,-1,-1,-1,2,7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,10,24,3
0,1764842,5049,2504,7,104,37,5,17,50,37,4,21,2,266,4,58,141,4,4,2,34,6,3,2,20,7,2,16,-1,-1,2,1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,13,17,3
0,1603441,4562,2589,7,142,60,5,12,80,41,2,26,7,303,5,76,156,9,2,3,46,-1,-1,1,14,6,1,-1,-1,-1,2,6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,10,24,3
0,2074564,3254,4834,6,132,60,3,18,78,23,2,23,5,262,5,25,141,4,2,3,46,-1,-1,1,12,9,4,18,-1,-1,10,7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,10,47,3
0,1353908,3498,1558,7,177,60,5,17,31,40,2,25,6,412,3,73,141,9,2,2,20,-1,-1,1,20,8,5,20,-1,-1,2,5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,10,17,3
0,1599995,2205,3989,6,132,60,3,17,78,23,2,23,5,134,3,75,141,4,2,3,30,-1,-1,1,20,8,5,-1,-1,-1,2,3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,47,3
0,1738662,2807,6174,7,207,17,5,17,13,37,4,21,5,306,3,42,141,4,2,2,21,4,3,2,20,8,2,18,-1,-1,2,5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,17,3
0,1432029,5876,2975,7,144,43,5,13,41,25,4,28,7,357,4,103,141,5,2,2,13,20,3,2,19,12,2,20,-1,-1,2,7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,10,18,3
0,1045653,2291,5511,7,134,55,4,22,65,18,4,29,6,275,5,68,326,9,2,4,23,11,2,2,20,11,5,20,-1,-1,2,0^1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,13,14,3
0,1736230,3244,1670,7,167,60,5,17,44,40,2,25,6,342,3,75,141,9,2,2,20,-1,-1,1,20,8,5,-1,-1,-1,2,0^1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,13,24,3
0,1843355,3854,3367,7,207,17,5,17,13,37,4,21,6,430,3,45,141,4,2,2,39,4,3,2,20,8,5,-1,-1,-1,2,5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,11,17,3
0,1477776,2748,2741,6,132,60,3,12,78,23,2,23,5,290,4,87,117,5,2,3,45,-1,-1,1,28,5,4,20,1,-1,2,1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,47,3
0,2067108,5319,5954,7,207,17,5,12,13,37,4,21,5,249,3,41,193,7,4,2,19,4,3,2,20,15,4,-1,-1,-1,2,6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,10,17,3
0,1665463,2093,6676,7,167,37,5,21,44,40,4,25,7,303,5,99,141,9,4,2,46,9,3,2,14,12,2,-1,-1,-1,2,6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,11,17,3
0,1034854,4847,3024,7,206,64,5,12,22,39,4,17,5,313,3,87,117,4,2,2,45,4,3,2,28,5,4,20,1,-1,7,2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,36,3
0,1584136,1711,3222,6,132,60,3,21,78,23,2,23,4,110,5,87,117,4,2,2,20,-1,-1,1,28,5,4,20,-1,-1,2,1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,47,3
0,1692499,3577,5884,7,207,17,5,12,13,37,4,21,6,121,3,65,141,9,2,2,34,4,3,2,14,10,2,16,-1,-1,2,8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,9,17,3
0,1015193,1401,1481,7,168,37,5,14,44,40,4,25,6,257,5,56,141,4,2,2,34,9,3,2,20,8,4,20,-1,-1,2,7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,10,17,3
0,1556362,3953,3418,7,130,30,5,16,28,39,4,17,6,257,5,54,141,9,2,2,34,6,2,2,12,9,3,-1,-1,-1,2,6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,11,36,3
0,1015363,4180,5978,7,168,37,5,17,44,40,4,25,4,186,5,64,156,9,2,2,39,9,3,2,14,13,2,-1,-1,-1,2,2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,17,3
0,1803763,5122,6533,7,193,37,5,21,50,37,4,21,5,181,3,99,141,9,2,2,20,6,3,2,20,12,2,18,-1,-1,2,1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,17,3
0,1725238,3353,5494,7,183,29,5,17,86,37,4,21,6,109,3,45,141,4,2,2,42,4,3,2,14,8,5,-1,-1,-1,2,0^1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,17,3
0,1327479,1177,5183,4,112,60,3,11,37,11,2,20,5,437,5,102,141,9,2,3,28,-1,-1,1,20,12,4,-1,-1,-1,2,6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,11,33,3
0,2135844,3698,1763,7,142,60,5,12,80,41,2,26,4,135,4,63,141,9,2,2,43,-1,-1,1,14,9,3,18,-1,-1,2,0^1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,13,24,3
0,1339507,3249,4811,9,142,36,5,18,80,41,4,26,5,231,5,54,141,4,4,2,20,5,3,2,12,9,3,18,-1,-1,2,10^11^12^13^14^15^16^17^18^19^20^21^22^23,8,42,3
0,1708204,3031,1277,7,183,29,5,17,86,37,4,21,4,281,3,56,141,9,2,2,41,4,3,2,20,8,4,14,-1,-1,2,0^1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,13,17,3
0,2205160,3244,1670,7,167,60,5,12,44,40,2,25,6,303,5,51,193,9,2,2,46,-1,-1,1,14,14,2,-1,-1,-1,2,2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,24,3
0,1154487,2500,4717,8,142,36,5,17,80,41,4,26,4,355,3,91,310,4,2,3,14,5,3,2,27,14,5,18,-1,-1,2,7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,11,42,3
0,2184790,3420,4680,8,142,36,5,17,80,41,4,26,6,318,3,61,141,9,2,2,21,5,3,2,20,7,2,-1,-1,-1,2,6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,11,42,3
0,1608463,5016,1332,3,142,36,5,12,80,41,4,26,7,290,4,54,141,9,4,2,45,5,3,2,12,9,3,20,-1,-1,2,1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,42,3
1,1674566,2908,2758,7,178,60,5,12,70,39,2,17,2,197,3,58,141,9,4,2,45,-1,-1,1,14,7,2,18,-1,-1,2,5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,11,36,3
0,1854249,4159,1284,6,139,60,3,14,78,23,2,23,5,207,5,38,162,8,4,3,32,-1,-1,1,20,4,4,20,1,-1,2,2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,38,3
0,1930898,1275,5394,8,156,56,5,22,58,37,4,21,5,333,5,103,342,4,2,2,41,14,3,2,19,12,2,20,1,-1,2,7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,10,17,3
0,1496955,4305,4663,7,156,56,5,12,58,37,4,21,5,304,3,64,156,9,4,2,35,14,3,2,14,13,2,16,-1,-1,2,6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,11,17,3
0,2055938,3920,1101,7,169,15,5,17,46,39,4,17,4,194,3,54,141,4,2,2,42,6,3,2,12,9,3,-1,-1,-1,2,6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,11,36,3
0,1736929,2727,1664,7,130,30,5,17,28,39,4,17,6,416,5,91,310,9,2,2,12,6,2,2,20,14,5,18,-1,-1,5,7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,10,36,3
0,1712639,2845,2835,7,151,60,4,15,23,26,2,22,2,381,3,25,141,9,2,2,14,-1,-1,1,12,9,4,18,-1,-1,4,2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,39,3
0,1119541,3927,3434,7,156,56,5,12,58,37,4,21,6,402,4,87,290,9,2,2,38,14,3,2,28,5,4,-1,-1,-1,2,5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,11,17,3
0,2190467,2112,6869,7,207,17,5,12,13,37,4,21,6,231,5,87,117,4,2,2,20,4,3,2,28,5,4,20,-1,-1,2,4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,17,3
0,1219448,1141,2855,7,168,37,5,16,44,40,4,25,6,416,5,81,162,9,2,2,12,9,3,2,20,4,5,20,-1,-1,2,0^1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,13,17,3
0,1071389,4657,3826,7,205,67,4,12,32,32,4,29,7,207,5,54,141,9,4,3,32,15,3,2,12,9,3,20,-1,-1,2,1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,13,51,3
1,1971592,4847,3024,7,206,64,5,14,22,39,4,17,5,232,3,38,162,4,2,2,34,4,3,2,20,4,4,18,-1,-1,2,0^1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,36,3
0,1798082,3854,3367,7,207,17,5,12,13,37,4,21,6,441,4,29,141,9,2,2,15,4,3,2,20,9,3,18,-1,-1,2,7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,10,17,3
0,1149743,2749,6203,6,134,55,4,18,65,18,4,29,4,397,3,29,141,4,4,2,42,11,2,2,20,9,3,16,-1,-1,2,1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,14,3
0,1199586,1099,1929,8,142,36,5,17,80,41,4,26,5,207,5,81,162,4,2,2,32,5,3,2,20,4,5,20,-1,-1,2,6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,10,42,3
0,1234204,3994,1286,7,178,17,5,17,70,39,4,17,5,312,3,82,117,4,4,2,20,2,3,2,20,9,3,-1,-1,-1,2,6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,11,36,3
0,2113964,1837,3927,7,142,36,5,17,80,41,4,26,7,380,5,38,162,9,2,3,12,5,3,2,20,4,4,20,1,-1,2,0^1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,13,42,3
0,1095303,3420,4680,8,142,36,5,12,80,41,4,26,4,266,4,87,117,4,2,3,34,5,3,2,28,5,4,20,1,-1,2,2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,42,3
1,1587877,2112,6869,7,207,17,5,12,13,37,4,21,7,231,5,64,156,9,4,2,20,4,3,2,14,13,2,18,-1,-1,2,6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,10,17,3
0,1259194,5177,1998,7,191,60,5,17,82,14,2,24,7,218,3,80,156,9,2,3,21,-1,-1,1,14,7,1,-1,-1,-1,2,3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,24,3
0,2195085,3031,1277,7,183,29,5,17,86,37,4,21,4,370,5,56,141,9,2,2,26,4,3,2,20,8,4,-1,-1,-1,2,0^1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,17,3
0,1567574,1086,6422,3,142,36,5,12,80,41,4,26,4,108,4,82,117,4,4,2,29,5,3,2,14,9,3,20,-1,-1,2,7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,9,42,3
0,1130229,4705,5111,4,112,60,3,12,37,11,2,20,5,221,5,87,117,4,2,3,12,-1,-1,1,28,5,4,20,-1,-1,5,1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,33,3
