label,uid,task_id,adv_id,creat_type_cd,adv_prim_id,dev_id,inter_type_cd,slot_id,spread_app_id,tags,app_first_class,app_second_class,age,city,city_rank,device_name,device_size,career,gender,net_type,residence,his_app_size,his_on_shelf_time,app_score,emui_dev,list_time,device_price,up_life_duration,up_membership_grade,membership_life_duration,consume_purchase,communication_onlinerate,communication_avgonline_30d,indu_name,pt_d
0,1129217,1152,1258,7,125,37,4,17,44,40,4,25,6,145,3,102,141,9,4,3,39,9,3,2,20,12,4,16,-1,-1,2,0^1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,13,17,6
0,1666214,5667,4088,7,168,37,5,21,44,40,4,25,2,407,3,26,156,4,2,2,37,9,3,2,14,12,1,9,-1,-1,2,8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,8,17,6
0,1667942,1282,3856,7,177,56,5,11,31,40,4,25,4,207,5,69,310,9,2,2,32,13,3,2,27,12,5,18,-1,-1,2,7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,10,17,6
0,1493553,2763,3547,6,156,56,5,18,58,37,4,21,4,309,3,87,117,5,2,2,34,14,3,2,28,5,4,20,-1,-1,10,1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,17,6
0,2194448,5017,5593,7,134,55,4,11,65,18,4,29,6,333,5,104,141,4,2,3,41,11,3,2,20,14,5,20,-1,-1,2,10^11^12^13^14^15^16^17^18^19^20^21^22^23,8,14,6
0,1612129,4424,2233,7,168,37,5,12,44,40,4,25,7,212,3,65,141,9,2,2,33,9,3,2,20,10,2,20,-1,-1,2,1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,17,6
0,1312577,1554,5527,7,134,55,4,16,65,18,4,29,7,240,5,91,310,9,2,3,35,11,3,2,20,14,5,18,-1,-1,2,19^20^21^22^23,5,14,6
0,1327533,5895,4212,7,205,67,4,17,32,32,4,29,6,350,3,54,141,4,2,3,42,15,3,2,12,9,3,20,1,-1,2,0^1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,13,51,6
0,1598548,4983,2141,7,156,56,5,19,58,37,4,21,6,368,4,76,156,9,2,2,20,14,3,2,14,6,1,-1,-1,-1,2,6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,11,17,6
0,1444255,4840,3627,7,168,37,5,13,44,40,4,25,4,343,4,25,141,4,2,2,27,9,3,2,12,9,4,-1,-1,-1,2,1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,17,6
0,1173603,4773,6164,7,109,29,5,12,86,37,4,21,7,175,3,88,180,9,2,2,20,4,3,2,20,7,3,-1,-1,-1,2,4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,17,6
0,1129366,4558,4497,7,207,17,5,13,13,37,4,21,6,112,3,87,117,4,4,2,42,4,3,2,28,5,4,-1,-1,-1,2,6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,11,17,6
0,1519694,3401,1766,7,156,56,5,11,58,37,4,21,4,386,3,38,162,9,2,2,16,14,3,2,20,4,4,20,-1,-1,2,0^1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,17,6
0,1825081,5851,1783,7,130,30,4,16,28,39,4,17,4,325,3,38,162,4,2,3,42,6,2,2,20,4,4,20,-1,-1,8,1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,36,6
0,2042054,1715,2673,3,180,59,4,21,83,41,4,26,6,312,3,63,141,9,2,3,20,14,3,2,14,9,3,20,-1,-1,2,0^1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,13,42,6
0,1086248,5574,6776,7,207,17,5,16,13,37,4,21,6,323,4,38,162,6,2,2,12,4,3,2,14,4,4,20,-1,-1,2,0^1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,13,17,6
0,1252425,1689,2069,3,142,36,5,17,80,41,4,26,4,406,5,38,162,4,2,3,21,5,3,2,20,4,4,20,-1,-1,2,6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,11,42,6
0,1094327,2776,4005,7,207,17,5,11,13,37,4,21,6,318,3,56,141,9,2,2,21,4,3,2,20,8,4,-1,-1,-1,2,2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,17,6
0,1556248,1185,5806,7,154,56,5,17,31,40,4,25,5,207,5,75,141,4,4,2,32,13,3,2,20,8,5,14,-1,-1,2,10^11^12^13^14^15^16^17^18^19^20^21^22^23,8,17,6
0,1665877,2748,2741,6,132,60,3,14,78,23,2,23,5,287,2,91,310,4,2,2,43,-1,-1,1,27,14,5,18,-1,-1,2,1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,47,6
0,2067794,5382,1250,6,113,60,2,21,78,23,2,23,4,272,4,25,141,9,4,2,12,-1,-1,1,12,9,4,-1,-1,-1,2,1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,24,6
0,1484219,1007,6572,7,145,46,5,13,43,37,4,21,5,437,5,88,180,5,4,2,28,8,2,2,20,7,3,-1,-1,-1,2,6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,11,27,6
0,1396504,1689,2069,3,142,36,5,12,80,41,4,26,7,403,3,65,141,9,2,2,34,5,3,2,20,10,2,14,-1,-1,2,0^1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,42,6
0,2002283,4264,1339,7,183,29,5,22,86,37,4,21,5,201,3,46,342,6,2,2,34,4,3,2,27,13,2,20,1,-1,2,7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,10,17,6
0,1697231,1689,2069,3,142,36,5,16,80,41,4,26,5,228,3,16,141,4,2,3,43,5,3,2,20,4,5,20,-1,-1,2,0^1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,42,6
0,1619762,2031,1322,7,168,37,5,16,44,40,4,25,5,219,4,45,141,4,4,2,18,9,3,2,20,8,5,-1,-1,-1,2,0^1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,17,6
0,2137828,2112,6869,6,207,17,5,18,13,37,4,21,7,380,5,29,141,9,2,2,12,4,3,2,20,9,3,18,-1,-1,2,0^1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,13,17,6
0,2065738,3047,2972,7,207,17,5,14,13,37,4,21,4,110,5,56,141,4,2,2,20,4,3,2,20,8,4,-1,-1,-1,2,0^1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,13,17,6
0,1523541,3432,4013,7,133,37,5,11,34,40,4,25,4,121,3,32,141,4,2,2,34,17,3,2,20,4,5,18,-1,-1,2,2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,17,6
0,1367066,5718,6073,7,110,38,5,12,53,28,4,27,5,126,3,29,141,9,2,2,18,14,3,2,20,9,3,-1,-1,-1,2,0^1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,13,30,6
0,1926315,3439,5461,7,133,37,5,17,34,40,4,25,6,428,3,104,141,9,2,2,45,17,3,2,20,14,5,-1,-1,-1,2,6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,10,17,6
0,1692785,2990,4742,6,132,60,3,16,78,23,2,23,5,304,3,81,162,9,4,3,35,-1,-1,1,20,4,5,18,-1,-1,2,0^1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,13,47,6
0,1199421,5482,1872,7,142,36,5,21,80,41,4,26,5,399,3,54,141,3,2,3,19,5,3,2,12,9,3,18,-1,-1,2,0^1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,13,42,6
0,1687749,1758,1229,7,178,17,5,12,70,39,4,17,4,187,4,46,141,9,2,2,37,2,3,2,14,13,2,20,1,-1,10,6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,11,36,6
0,1813595,5404,1303,6,170,60,3,16,29,23,2,11,5,306,3,32,141,4,2,3,21,-1,-1,1,20,4,5,20,-1,-1,3,1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,40,6
0,1883929,2221,1819,7,168,37,5,19,44,40,4,25,4,124,3,54,141,9,2,2,21,9,3,2,12,9,3,20,1,-1,5,0^1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,13,17,6
0,1695945,5489,4857,7,207,17,5,21,13,37,4,21,4,349,3,42,141,4,4,2,41,4,3,2,20,8,2,20,-1,-1,2,6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,10,17,6
0,1030778,3663,2449,3,142,36,5,17,80,41,4,26,5,273,3,56,141,4,2,3,29,5,3,2,20,8,4,20,-1,-1,2,5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,11,42,6
0,1603044,3953,3418,7,130,30,5,12,28,39,4,17,5,370,5,92,193,9,2,2,26,6,2,2,17,14,4,18,-1,-1,2,8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,9,36,6
0,1236671,3047,2972,7,207,17,5,11,13,37,4,21,5,231,5,75,141,4,2,2,20,4,3,2,20,8,5,-1,-1,-1,2,6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,11,17,6
0,1478911,2763,3547,7,156,56,5,21,58,37,4,21,7,108,4,88,180,9,2,2,29,14,3,2,20,7,3,-1,-1,-1,2,4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,17,6
0,1157885,1551,5843,7,134,55,4,16,65,18,4,29,5,221,5,56,141,4,2,3,12,11,3,2,14,8,4,-1,-1,-1,2,2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,14,6
0,1754460,5648,5811,7,144,61,5,15,41,25,4,28,4,110,5,86,193,9,2,2,20,20,3,2,25,17,3,-1,-1,-1,2,4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,10,18,6
0,1054622,4975,1249,7,193,37,5,12,50,37,4,21,4,103,4,103,141,9,4,2,39,6,3,2,19,12,2,18,-1,-1,2,1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,17,6
