label,uid,task_id,adv_id,creat_type_cd,adv_prim_id,dev_id,inter_type_cd,slot_id,spread_app_id,tags,app_first_class,app_second_class,age,city,city_rank,device_name,device_size,career,gender,net_type,residence,his_app_size,his_on_shelf_time,app_score,emui_dev,list_time,device_price,up_life_duration,up_membership_grade,membership_life_duration,consume_purchase,communication_onlinerate,communication_avgonline_30d,indu_name,pt_d
0,1471406,3439,5461,6,133,37,5,18,34,13,4,25,7,255,3,64,156,9,2,2,18,17,3,2,14,13,2,-1,-1,-1,2,8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,10,17,5
0,2131222,4688,2461,6,209,60,3,17,78,23,2,23,6,339,3,25,141,6,2,3,35,-1,-1,1,12,9,4,-1,-1,-1,2,5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,11,5
0,1975369,4631,5694,7,168,60,5,11,44,40,2,25,6,257,5,38,217,4,2,2,34,-1,-1,1,20,4,4,20,-1,-1,2,0^1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,13,24,5
0,1303063,5747,3041,6,132,60,3,16,78,23,2,23,5,370,5,56,141,4,4,2,26,-1,-1,1,20,8,4,18,-1,-1,3,0^1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,13,47,5
0,1366414,3439,5461,7,133,37,5,12,34,13,4,25,2,202,3,99,141,4,2,2,13,17,3,2,20,12,2,16,-1,-1,5,4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,17,5
0,1487107,1463,2808,7,156,60,5,17,58,37,2,21,7,369,4,82,117,9,2,2,15,-1,-1,1,20,9,3,-1,-1,-1,2,6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,10,24,5
0,1895367,3031,1277,7,183,29,5,12,86,37,4,21,5,221,5,41,193,9,2,2,12,4,3,2,20,15,4,14,-1,-1,2,0^1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,17,5
0,1527377,3123,4375,7,168,60,5,13,44,40,2,25,4,297,3,65,141,9,2,2,37,-1,-1,1,14,10,2,-1,-1,-1,2,6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,11,24,5
0,1351722,3536,1365,7,167,37,5,17,44,40,4,25,5,266,4,102,141,4,4,2,34,9,3,2,20,12,4,18,-1,-1,10,0^1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,13,17,5
0,1325081,5382,1250,6,113,60,2,21,78,23,2,23,7,438,3,42,141,9,2,2,20,-1,-1,1,20,8,2,-1,-1,-1,2,5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,11,24,5
0,1339075,3420,4680,8,142,36,5,13,80,41,4,26,7,359,3,49,316,6,3,2,14,5,3,2,17,16,1,-1,-1,-1,2,2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,11,42,5
0,1158802,3746,3383,4,143,60,3,16,78,23,2,23,5,207,5,38,162,4,2,2,32,-1,-1,1,20,4,4,18,-1,-1,2,8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,9,37,5
0,2112596,5962,5393,7,156,56,5,13,58,37,4,21,4,257,5,25,141,4,4,2,34,14,3,2,12,9,4,18,-1,-1,2,0^1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,13,17,5
0,1605644,4959,4904,7,175,37,4,12,34,13,4,25,7,153,3,57,193,9,3,2,14,17,3,2,14,13,2,-1,-1,-1,2,3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,11,17,5
0,1749427,3953,3418,7,130,30,5,21,28,39,4,17,4,223,4,46,141,9,2,2,37,6,2,2,14,10,3,18,-1,-1,2,5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,11,36,5
0,1194252,5863,4164,7,158,20,5,21,15,39,4,17,7,332,3,99,141,9,2,2,12,8,2,2,20,12,2,-1,-1,-1,2,2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,36,5
0,1468936,2031,1322,7,168,37,5,12,44,40,4,25,5,172,3,54,141,4,2,2,46,9,3,2,12,9,3,-1,-1,-1,2,4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,17,5
0,1518342,3903,6370,7,173,52,5,12,69,11,4,20,4,333,5,84,141,9,2,3,41,16,3,2,20,9,2,16,-1,-1,2,2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,11,50,5
0,1872551,1225,4676,7,178,17,5,11,70,39,4,17,5,109,3,38,162,9,2,2,42,2,3,2,20,4,4,-1,-1,-1,2,0^1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,36,5
0,1236018,3606,5019,7,207,17,5,16,13,37,4,21,7,333,5,29,141,4,4,2,41,4,3,2,20,9,3,20,-1,-1,2,6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,11,17,5
0,1295200,1886,5098,7,189,40,5,17,40,19,4,12,5,437,5,29,141,3,4,2,28,19,3,2,20,9,3,18,-1,-1,2,8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,8,29,5
0,1042766,5602,6503,7,207,17,5,12,13,37,4,21,2,177,3,63,141,9,2,2,18,4,3,2,14,9,3,-1,-1,-1,2,2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,17,5
0,1085040,2748,2741,6,132,60,3,17,78,23,2,23,5,257,5,102,141,4,4,3,34,-1,-1,1,27,12,4,20,-1,-1,2,9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,9,47,5
0,1271531,5666,6738,7,175,60,4,12,34,13,2,25,6,252,3,64,156,9,2,2,12,-1,-1,1,14,13,2,-1,-1,-1,2,6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,10,24,5
0,1638420,5890,4183,7,178,17,5,16,70,39,4,17,4,110,5,104,141,9,2,2,20,2,3,2,27,14,5,20,1,-1,10,7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,10,36,5
0,2154159,2403,6304,7,205,67,4,17,32,32,4,29,5,268,3,102,141,9,2,3,43,15,3,2,20,12,4,-1,-1,-1,2,6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,9,51,5
0,1028930,1689,2069,3,142,36,5,17,80,41,4,26,7,249,3,38,162,9,2,3,19,5,3,2,20,4,4,-1,-1,-1,2,5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,11,42,5
0,1824873,5218,6812,7,177,56,5,11,31,40,4,25,4,221,5,104,141,9,2,2,12,13,3,2,27,14,5,18,-1,-1,2,7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,10,17,5
0,1065013,1689,2069,3,142,36,5,17,80,41,4,26,6,286,4,16,141,4,2,2,46,5,3,2,20,4,5,9,-1,-1,2,0^1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,42,5
0,2066955,3444,3775,7,183,60,5,16,86,37,2,21,6,398,4,56,141,6,2,2,34,-1,-1,1,20,8,4,-1,-1,-1,2,5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,11,17,5
0,1870060,2951,4644,7,154,60,5,12,31,40,2,25,4,194,3,25,141,9,2,2,42,-1,-1,1,12,9,4,20,-1,-1,2,0^1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,13,24,5
0,2173935,3724,5916,7,156,56,5,17,58,37,4,21,4,272,4,75,141,3,4,2,12,14,3,2,20,8,5,18,-1,-1,5,0^1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,13,17,5
0,2122778,5382,1250,6,113,60,2,21,78,23,2,23,7,266,4,57,193,9,2,2,34,-1,-1,1,14,13,2,-1,-1,-1,2,2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,24,5
0,1470973,4982,5389,7,175,37,4,12,34,13,4,25,6,303,5,76,156,9,2,3,46,17,3,2,14,6,1,20,-1,-1,2,1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,17,5
0,1323564,2221,1819,7,168,37,5,21,44,40,4,25,5,158,3,87,117,4,2,2,15,9,3,2,28,5,4,9,-1,-1,10,0^1^2^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,17,5
0,1762915,3254,4834,6,132,60,3,16,78,23,2,23,5,303,5,16,141,4,2,3,46,-1,-1,1,20,4,5,20,-1,-1,10,1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,10,47,5
0,1627763,3249,4811,8,142,36,5,17,80,41,4,26,7,211,3,13,141,9,4,2,20,5,3,2,20,9,2,-1,-1,-1,2,7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,10,42,5
0,2221237,3238,2910,7,193,37,5,17,50,37,4,21,2,365,3,26,176,4,4,2,38,6,3,2,14,12,1,18,-1,-1,2,6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,11,17,5
0,1641530,2082,3033,7,154,56,5,11,31,40,4,25,6,418,3,56,141,9,2,2,37,13,3,2,20,8,4,-1,-1,-1,2,5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,11,17,5
0,2020468,2776,4005,7,207,17,5,12,13,37,4,21,3,123,3,46,141,2,2,2,29,4,3,2,14,13,2,18,-1,-1,2,0^1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,17,5
0,1136841,4348,3639,7,150,17,5,13,11,39,4,17,7,437,5,53,218,9,2,2,28,6,3,2,14,10,1,18,-1,-1,2,6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,10,36,5
0,1377785,4310,5486,7,167,37,5,11,44,40,4,25,6,207,5,38,162,9,2,2,32,9,3,2,20,4,4,20,1,-1,2,6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,10,17,5
