label,uid,task_id,adv_id,creat_type_cd,adv_prim_id,dev_id,inter_type_cd,slot_id,spread_app_id,tags,app_first_class,app_second_class,age,city,city_rank,device_name,device_size,career,gender,net_type,residence,his_app_size,his_on_shelf_time,app_score,emui_dev,list_time,device_price,up_life_duration,up_membership_grade,membership_life_duration,consume_purchase,communication_onlinerate,communication_avgonline_30d,indu_name,pt_d
0,2200561,4923,5514,7,178,17,5,13,70,39,4,17,4,358,4,52,193,9,2,2,24,2,3,2,17,14,4,18,-1,-1,5,0^1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,13,36,5
0,1898369,3744,2227,3,142,36,5,17,80,41,4,26,5,406,5,56,141,4,2,3,21,5,3,2,20,8,4,18,-1,-1,2,8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,9,42,5
0,2137318,3401,1766,7,156,56,5,19,58,37,4,21,4,287,2,46,141,4,2,2,39,14,3,2,14,10,3,6,-1,-1,2,5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,11,17,5
0,1184470,2325,4456,6,139,60,3,16,78,23,2,23,6,207,5,91,310,4,2,3,32,-1,-1,1,20,14,5,18,-1,-1,2,8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,9,38,5
0,1662592,3746,4688,4,143,60,3,17,78,23,2,23,5,312,3,40,162,4,2,3,20,-1,-1,1,20,4,5,20,-1,-1,2,7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,10,37,5
0,1264971,1223,2846,9,115,54,5,18,72,41,4,26,5,441,4,25,141,9,2,3,15,19,3,2,12,9,4,18,-1,-1,2,8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,10,26,5
0,1197995,5049,2504,7,104,37,5,19,50,37,4,21,6,195,3,46,141,4,4,2,21,6,3,2,14,10,3,20,-1,-1,5,0^1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,17,5
0,1644015,3006,3658,6,156,56,5,18,58,37,4,21,6,194,3,88,180,9,2,2,42,14,3,2,20,7,3,20,-1,-1,2,2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,17,5
0,1103484,3401,1766,7,156,56,5,13,58,37,4,21,6,370,5,66,193,4,2,2,26,14,3,2,14,14,2,14,-1,-1,2,0^1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,17,5
1,1717520,4348,3639,7,150,17,5,16,11,39,4,17,6,135,4,104,141,8,2,2,43,6,3,2,27,14,5,18,-1,-1,2,0^1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,13,36,5
0,2002241,5952,4158,7,207,17,5,11,13,37,4,21,6,343,4,91,310,4,2,2,27,4,3,2,20,14,5,18,-1,-1,2,6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,11,17,5
0,1850625,5289,3409,7,129,70,4,12,88,40,4,25,4,193,5,87,117,4,2,3,20,16,3,2,28,5,4,20,-1,-1,2,1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,13,17,5
1,1658493,3071,4591,7,109,29,5,17,86,37,4,21,4,262,5,56,141,4,2,3,46,4,3,2,20,8,4,18,-1,-1,5,6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,10,17,5
0,1100368,4335,5710,7,150,17,5,11,11,39,4,17,4,126,3,81,162,3,2,2,18,6,3,2,20,4,5,20,-1,-1,2,5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,11,36,5
0,1883217,2244,4339,7,193,37,5,12,50,37,4,21,5,441,4,25,141,9,2,2,15,6,3,2,12,9,4,9,-1,-1,2,6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,11,17,5
0,1023897,2991,4835,6,132,60,3,17,78,23,2,23,5,207,5,104,141,4,4,2,32,-1,-1,1,27,14,5,20,-1,-1,5,2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,47,5
0,2052204,1439,1070,6,156,56,5,18,58,37,4,21,7,187,4,42,141,9,2,2,37,14,3,2,20,8,2,20,-1,-1,2,0^1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,13,17,5
0,1244689,5565,5512,7,150,17,5,13,11,39,4,17,6,217,3,80,156,9,2,2,21,6,3,2,14,7,1,18,-1,-1,2,2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,36,5
0,1872775,1007,6572,7,145,46,5,19,43,37,4,21,6,245,3,76,156,4,4,2,39,8,2,2,14,6,1,-1,-1,-1,2,6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,11,27,5
0,2016360,4162,2174,7,206,64,5,11,22,39,4,17,7,108,4,38,162,9,2,2,29,4,3,2,14,4,4,20,-1,-1,2,2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,36,5
0,2180072,4319,2452,6,132,60,3,13,78,23,2,23,5,431,3,25,141,4,2,2,37,-1,-1,1,12,9,4,-1,-1,-1,2,1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,47,5
0,1950481,1180,3243,7,156,56,5,22,58,37,4,21,3,262,5,32,288,2,2,2,46,14,3,2,20,4,5,20,-1,-1,2,6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,10,17,5
0,1300061,5498,2683,6,168,37,5,18,44,40,4,25,6,266,4,42,141,4,2,2,34,9,3,2,20,8,2,-1,-1,-1,2,0^1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,13,17,5
0,1189017,4969,4143,7,178,17,5,17,70,39,4,17,7,391,3,65,141,9,2,2,21,2,3,2,20,10,2,18,-1,-1,2,0^1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,10,36,5
0,1542776,3869,6751,7,130,30,5,19,28,39,4,17,2,364,3,92,193,4,2,2,40,6,2,2,17,14,4,20,-1,-1,2,7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,10,36,5
0,1590540,2887,2213,7,185,12,5,19,63,42,4,17,4,208,3,25,141,4,4,2,14,9,3,2,12,9,4,18,-1,-1,5,4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,11,25,5
0,1704072,4846,1584,7,156,56,5,21,58,37,4,21,7,268,3,65,141,9,2,2,43,14,3,2,20,10,2,-1,-1,-1,2,0^1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,13,17,5
0,2118979,2776,4005,7,207,17,5,12,13,37,4,21,4,203,3,54,141,4,4,2,30,4,3,2,12,9,3,16,-1,-1,2,8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,10,17,5
0,1975244,1875,4653,7,168,37,5,21,44,40,4,25,5,437,5,52,193,4,2,2,28,9,3,2,17,14,4,-1,-1,-1,2,5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,11,17,5
0,1922127,5596,4147,7,206,64,5,21,22,39,4,17,7,403,3,99,141,9,2,2,34,4,3,2,20,12,2,20,1,-1,2,0^1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,36,5
0,2076871,3577,5884,6,207,17,5,18,13,37,4,21,7,293,3,77,316,9,2,2,13,4,3,2,20,16,1,-1,-1,-1,2,2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,11,17,5
0,1439401,3869,6751,7,130,30,5,13,28,39,4,17,6,194,3,42,141,9,2,2,42,6,2,2,14,8,2,-1,-1,-1,2,6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,11,36,5
1,1684260,3869,6751,7,130,30,5,11,28,39,4,17,7,104,4,32,141,4,2,2,40,6,2,2,20,4,5,20,-1,-1,2,5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,10,36,5
0,2074559,2845,2835,7,151,60,4,17,23,26,2,22,4,121,3,91,310,4,2,2,34,-1,-1,1,27,14,5,20,1,-1,4,3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,11,39,5
0,2046755,4060,6938,4,112,60,3,17,37,11,2,20,4,219,4,32,141,5,2,3,18,-1,-1,1,20,4,5,20,1,-1,2,0^1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,13,33,5
0,1003126,3744,2227,3,142,36,5,17,80,41,4,26,6,277,3,56,141,8,2,3,34,5,3,2,20,8,4,-1,-1,-1,2,4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,42,5
0,1374236,2591,1076,4,112,60,3,16,37,11,2,20,4,406,5,56,141,9,2,3,21,-1,-1,1,20,8,4,-1,-1,-1,2,1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,33,5
0,1988857,1147,2931,7,107,15,5,17,46,39,4,17,6,141,3,29,141,6,2,2,37,6,3,2,14,9,3,18,-1,-1,2,6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,11,36,5
0,2145787,3854,3367,7,207,17,5,11,13,37,4,21,6,348,3,91,310,9,2,2,34,4,3,2,27,14,5,16,-1,-1,5,6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,10,17,5
0,1117872,3204,5733,3,142,60,5,21,80,41,2,26,3,275,5,103,141,9,2,2,23,-1,-1,1,19,12,2,20,1,-1,5,0^1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,13,24,5
0,2176562,5863,4164,7,158,20,5,15,15,39,4,17,4,193,5,65,141,4,2,2,20,8,2,2,14,10,2,20,-1,-1,2,8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,10,36,5
0,1911516,1794,2485,7,175,60,4,12,34,13,2,25,4,163,4,65,141,9,2,2,12,-1,-1,1,14,10,2,18,-1,-1,2,5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,11,24,5
0,1930187,1223,2846,8,115,54,5,12,72,41,4,26,5,437,5,18,117,4,4,2,28,19,3,2,28,5,4,20,-1,-1,2,7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,10,26,5
0,1527017,4533,6375,8,156,56,5,13,58,37,4,21,2,407,3,58,141,4,2,2,37,14,3,2,20,7,2,20,-1,-1,2,0^1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,13,17,5
