label,uid,task_id,adv_id,creat_type_cd,adv_prim_id,dev_id,inter_type_cd,slot_id,spread_app_id,tags,app_first_class,app_second_class,age,city,city_rank,device_name,device_size,career,gender,net_type,residence,his_app_size,his_on_shelf_time,app_score,emui_dev,list_time,device_price,up_life_duration,up_membership_grade,membership_life_duration,consume_purchase,communication_onlinerate,communication_avgonline_30d,indu_name,pt_d
0,2093587,1193,3734,7,178,17,5,12,70,39,4,17,5,290,4,54,141,4,2,2,45,2,3,2,12,9,3,20,-1,-1,2,0^1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,13,36,6
0,1693265,5382,1250,6,113,60,2,18,78,23,2,23,3,391,3,42,141,2,2,2,21,-1,-1,1,20,8,2,18,-1,-1,2,0^1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,24,6
0,1109359,5185,6629,7,177,56,5,17,31,40,4,25,6,390,3,56,141,6,2,2,29,13,3,2,20,8,4,18,-1,-1,3,2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,17,6
0,2121315,5886,1869,6,198,60,3,12,78,23,2,23,7,406,5,46,141,9,2,3,21,-1,-1,1,14,13,2,-1,-1,-1,2,6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,11,13,6
0,2062292,1711,3222,6,132,60,3,12,78,23,2,23,5,207,5,59,141,4,2,3,32,-1,-1,1,27,4,4,20,1,-1,5,7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,10,47,6
0,1247015,1951,4236,7,171,27,5,21,12,37,4,21,7,140,4,76,156,9,2,2,30,18,2,2,14,6,1,-1,-1,-1,2,2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,27,6
0,1699792,5183,5668,7,104,37,5,14,50,37,4,21,5,416,5,81,162,4,2,2,12,6,3,2,20,4,5,20,-1,-1,2,1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,17,6
0,1812564,3869,6751,7,130,30,5,21,28,39,4,17,5,120,3,66,193,4,4,2,46,6,2,2,14,14,2,-1,-1,-1,2,5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,11,36,6
0,1211227,1007,6572,7,145,46,5,16,43,37,4,21,6,181,3,46,141,9,2,2,20,8,2,2,14,13,2,14,-1,-1,2,0^1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,13,27,6
0,1176610,2748,2741,6,132,60,3,11,78,23,2,23,6,231,5,38,162,7,4,2,20,-1,-1,1,20,4,4,20,-1,-1,2,5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,11,47,6
0,1287209,5574,6776,7,207,17,5,11,13,37,4,21,3,152,3,38,162,4,2,2,34,4,3,2,20,4,4,18,-1,-1,2,0^1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,13,17,6
0,1554419,1452,2387,6,118,60,3,14,67,19,2,12,5,140,4,91,310,6,4,3,30,-1,-1,1,20,14,5,14,-1,-1,2,2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,11,34,6
0,1818380,1086,6422,3,142,36,5,14,80,41,4,26,5,275,5,102,141,4,4,2,23,5,3,2,27,12,4,18,-1,-1,2,0^1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,42,6
0,2166651,2475,6282,7,168,37,5,21,44,40,4,25,2,275,5,80,156,4,4,2,23,9,3,2,14,7,1,20,-1,-1,2,2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,17,6
0,2060336,3047,2972,7,207,17,5,16,13,37,4,21,4,314,3,56,141,9,2,2,29,4,3,2,20,8,4,18,-1,-1,10,0^1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,13,17,6
0,1379581,1474,4408,7,156,56,5,19,58,37,4,21,7,437,5,59,141,9,2,2,28,14,3,2,20,4,4,18,-1,-1,5,1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,17,6
0,1955837,5390,1226,7,177,56,5,14,31,40,4,25,6,282,3,38,162,9,2,2,29,13,3,2,20,4,4,20,-1,-1,2,6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,11,17,6
0,1526097,4125,4468,7,168,37,5,13,44,40,4,25,5,277,3,18,117,5,2,2,34,9,3,2,28,5,4,-1,-1,-1,2,3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,17,6
1,2050032,4305,4663,7,156,56,5,17,58,37,4,21,6,156,3,104,141,4,2,2,14,14,3,2,20,14,5,20,-1,-1,2,7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,10,17,6
0,2023588,4032,2374,7,193,37,5,11,50,37,4,21,6,407,3,38,162,4,2,2,37,6,3,2,20,4,4,20,-1,-1,2,4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,11,17,6
1,1627645,2023,3610,7,156,56,5,12,58,37,4,21,6,257,5,29,141,8,2,2,34,14,3,2,20,9,3,18,-1,-1,2,0^1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,13,17,6
0,1235203,5952,4158,7,207,17,5,15,13,37,4,21,3,303,5,46,141,4,4,2,46,4,3,2,14,10,3,20,1,-1,2,6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,10,17,6
0,1133869,3903,6370,7,173,52,5,12,69,11,4,20,4,331,3,82,117,4,4,3,14,16,3,2,20,9,3,-1,-1,-1,2,1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,50,6
