label,uid,task_id,adv_id,creat_type_cd,adv_prim_id,dev_id,inter_type_cd,slot_id,spread_app_id,tags,app_first_class,app_second_class,age,city,city_rank,device_name,device_size,career,gender,net_type,residence,his_app_size,his_on_shelf_time,app_score,emui_dev,list_time,device_price,up_life_duration,up_membership_grade,membership_life_duration,consume_purchase,communication_onlinerate,communication_avgonline_30d,indu_name,pt_d
0,1116678,2418,4542,7,205,67,4,17,32,32,4,29,5,380,5,38,162,4,2,3,12,15,3,2,26,4,4,20,-1,-1,2,0^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,10,51,1
0,1764795,4560,1688,7,203,69,5,17,62,24,4,21,7,333,5,56,141,9,2,2,41,13,2,2,20,8,4,18,-1,-1,2,8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,9,16,1
0,1403875,5946,2455,7,110,38,5,11,53,28,4,27,5,110,5,81,217,4,2,2,20,14,2,2,20,4,5,18,-1,-1,2,0^1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,30,1
0,1161946,1706,5404,8,142,36,5,12,80,41,4,26,7,377,3,64,156,4,4,2,37,5,3,2,14,13,2,18,-1,-1,5,7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,11,42,1
0,1302025,2854,1194,3,142,60,5,12,80,41,2,26,6,193,5,103,141,9,2,2,20,-1,-1,1,19,12,2,20,-1,-1,10,3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,42,1
0,1459593,3025,2477,7,134,55,4,12,65,18,4,29,7,199,3,82,117,9,2,3,19,11,2,2,20,9,3,-1,-1,-1,2,2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,12,14,1
0,1219289,2377,6556,7,133,37,5,17,34,13,4,25,7,383,4,46,141,9,2,2,46,17,3,2,14,10,3,-1,-1,-1,2,6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,10,17,1
0,1044499,4333,1248,7,147,29,5,12,86,37,4,21,4,140,4,29,141,4,4,2,30,4,3,2,14,9,3,18,-1,-1,2,7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,10,17,1
0,1400121,5988,5623,5,142,36,5,18,80,41,4,26,6,275,5,65,141,9,2,2,23,5,3,2,14,10,2,20,-1,-1,2,6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,11,42,1
1,2131422,3747,4461,7,207,17,5,17,13,37,4,21,5,275,5,38,162,9,2,2,23,4,2,2,14,4,4,18,-1,-1,2,0^1^2^3^4^5^6^7^8^9^10^11^12^13^14^15^16^17^18^19^20^21^22^23,11,17,1
